Customer.ID,Customer.Name,Region,total_sales,rank_in_region
CK-23252,Christine Kargatis,EMEA,2867,63.0
CK-25951,Clytie Kelty,Africa,115,581.0
CK-25952,Clytie Kelty,EMEA,547,410.0
CK-27601,Cyma Kinney,Africa,2081,94.0
CK-27602,Cyma Kinney,EMEA,1937,120.0
CL-118901,Carl Ludwig,Central Asia,490,333.0
CL-118901,Carl Ludwig,North Asia,4357,38.0
CL-118901,Carl Ludwig,Oceania,258,537.0
CL-118901,Carl Ludwig,Southeast Asia,1641,197.0
CL-118902,Carl Ludwig,Central,2204,412.0
CL-118902,Carl Ludwig,North,135,848.0
CL-118902,Carl Ludwig,South,370,804.0
CL-118903,Carl Ludwig,Caribbean,791,135.0
CL-118903,Carl Ludwig,Central,845,889.0
CL-118903,Carl Ludwig,North,410,662.0
CL-118903,Carl Ludwig,South,4858,22.0
CL-118904,Carl Ludwig,Central,124,1340.0
CL-118904,Carl Ludwig,East,1121,187.0
CL-118904,Carl Ludwig,West,17,570.0
CL-125651,Clay Ludtke,North Asia,724,321.0
CL-125652,Clay Ludtke,Central,1714,560.0
CL-125652,Clay Ludtke,North,1627,245.0
CL-125652,Clay Ludtke,South,83,1028.0
CL-125653,Clay Ludtke,Caribbean,1688,47.0
CL-125653,Clay Ludtke,Central,19,1441.0
CL-125653,Clay Ludtke,South,272,875.0
CL-125654,Clay Ludtke,Central,1909,491.0
CL-125654,Clay Ludtke,East,2547,61.0
CL-125654,Clay Ludtke,South,355,815.0
CL-125654,Clay Ludtke,West,6070,7.0
CL-127001,Craig Leslie,Central Asia,6175,14.0
CL-127001,Craig Leslie,North Asia,1486,197.0
CL-127001,Craig Leslie,Oceania,687,420.0
CL-127001,Craig Leslie,Southeast Asia,1836,171.0
CL-127002,Craig Leslie,Central,1800,528.0
CL-127002,Craig Leslie,North,687,531.0
CL-127002,Craig Leslie,South,415,781.0
CL-127003,Craig Leslie,Caribbean,60,364.0
CL-127003,Craig Leslie,Central,674,977.0
CL-127003,Craig Leslie,North,1021,405.0
CL-127003,Craig Leslie,South,751,597.0
CL-127004,Craig Leslie,Central,9,1451.0
CL-127004,Craig Leslie,East,450,342.0
CL-127004,Craig Leslie,South,18,1092.0
CL-127004,Craig Leslie,West,1877,119.0
CL-18901,Carl Ludwig,Africa,325,477.0
CL-18902,Carl Ludwig,Canada,53,121.0
CL-18903,Carl Ludwig,EMEA,181,556.0
CL-25651,Clay Ludtke,Africa,2713,63.0
CL-25652,Clay Ludtke,EMEA,63,606.0
CL-27001,Craig Leslie,Africa,1393,185.0
CL-27002,Craig Leslie,EMEA,39,621.0
CM-118151,Candace McMahon,Central Asia,3790,50.0
CM-118151,Candace McMahon,Oceania,820,385.0
CM-118151,Candace McMahon,Southeast Asia,15,580.0
CM-118152,Candace McMahon,Central,3952,143.0
CM-118152,Candace McMahon,South,1093,449.0
CM-118153,Candace McMahon,Central,1533,610.0
CM-118153,Candace McMahon,North,102,868.0
CM-118153,Candace McMahon,South,1385,349.0
CM-118154,Candace McMahon,Central,71,1391.0
CM-118154,Candace McMahon,West,1605,146.0
CM-118301,Cari MacIntyre,Central Asia,39,487.0
CM-118301,Cari MacIntyre,North Asia,1981,146.0
CM-118301,Cari MacIntyre,Oceania,51,610.0
CM-118301,Cari MacIntyre,Southeast Asia,2010,151.0
CM-118302,Cari MacIntyre,Central,5539,61.0
CM-118302,Cari MacIntyre,North,2367,121.0
CM-118302,Cari MacIntyre,South,3397,72.0
CM-118303,Cari MacIntyre,Central,813,908.0
CM-118303,Cari MacIntyre,North,244,762.0
CM-118303,Cari MacIntyre,South,390,793.0
CM-119351,Carlos Meador,North Asia,1784,163.0
CM-119351,Carlos Meador,Oceania,593,445.0
CM-119351,Carlos Meador,Southeast Asia,1174,263.0
CM-119352,Carlos Meador,Central,1777,539.0
CM-119352,Carlos Meador,North,108,863.0
CM-119352,Carlos Meador,South,376,801.0
CM-119353,Carlos Meador,Caribbean,1071,90.0
CM-119353,Carlos Meador,South,2242,171.0
CM-119354,Carlos Meador,South,530,713.0
CM-119354,Carlos Meador,West,35,557.0
CM-121151,Chad McGuire,Central Asia,638,289.0
CM-121151,Chad McGuire,North Asia,1316,221.0
CM-121151,Chad McGuire,Oceania,1943,196.0
CM-121151,Chad McGuire,Southeast Asia,3894,29.0
CM-121152,Chad McGuire,Central,578,1033.0
CM-121152,Chad McGuire,South,3160,92.0
CM-121153,Chad McGuire,Central,35,1426.0
CM-121153,Chad McGuire,South,1432,333.0
CM-121154,Chad McGuire,East,801,244.0
CM-121154,Chad McGuire,West,861,268.0
CM-121601,Charles McCrossin,North Asia,6782,10.0
CM-121601,Charles McCrossin,Oceania,627,435.0
CM-121601,Charles McCrossin,Southeast Asia,1461,218.0
CM-121602,Charles McCrossin,Central,1419,647.0
CM-121602,Charles McCrossin,North,389,672.0
CM-121602,Charles McCrossin,South,859,542.0
CM-121603,Charles McCrossin,Central,3447,191.0
CM-121603,Charles McCrossin,North,36,923.0
CM-121603,Charles McCrossin,South,357,813.0
CM-121604,Charles McCrossin,Central,2,1457.0
CM-121604,Charles McCrossin,East,527,318.0
CM-121604,Charles McCrossin,West,2004,108.0
CM-121901,Charlotte Melton,Central Asia,1091,213.0
CM-121901,Charlotte Melton,North Asia,103,494.0
CM-121901,Charlotte Melton,Oceania,330,514.0
CM-121901,Charlotte Melton,Southeast Asia,528,398.0
CM-121902,Charlotte Melton,Central,5079,76.0
CM-121902,Charlotte Melton,North,45,916.0
CM-121902,Charlotte Melton,South,861,541.0
CM-121903,Charlotte Melton,Caribbean,840,123.0
CM-121903,Charlotte Melton,Central,287,1219.0
CM-121903,Charlotte Melton,North,655,544.0
CM-121903,Charlotte Melton,South,82,1029.0
CM-121904,Charlotte Melton,Central,822,903.0
CM-121904,Charlotte Melton,East,131,455.0
CM-121904,Charlotte Melton,West,522,350.0
CM-122351,Chris McAfee,Central Asia,218,403.0
CM-122351,Chris McAfee,North Asia,480,370.0
CM-122351,Chris McAfee,Oceania,3887,73.0
CM-122351,Chris McAfee,Southeast Asia,135,523.0
CM-122352,Chris McAfee,Central,298,1208.0
CM-122352,Chris McAfee,North,1352,308.0
CM-122352,Chris McAfee,South,356,814.0
CM-122353,Chris McAfee,Central,683,970.0
CM-122353,Chris McAfee,South,1663,278.0
CM-122354,Chris McAfee,Central,1427,642.0
CM-122354,Chris McAfee,East,699,271.0
CM-122354,Chris McAfee,South,140,981.0
CM-122354,Chris McAfee,West,40,553.0
CM-123851,Christopher Martinez,Central Asia,2222,104.0
CM-123851,Christopher Martinez,North Asia,776,309.0
CM-123851,Christopher Martinez,Oceania,1604,245.0
CM-123851,Christopher Martinez,Southeast Asia,2448,113.0
CM-123852,Christopher Martinez,Central,138,1330.0
CM-123852,Christopher Martinez,North,185,804.0
CM-123852,Christopher Martinez,South,652,649.0
CM-123853,Christopher Martinez,Caribbean,41,378.0
CM-123853,Christopher Martinez,Central,626,1002.0
CM-123853,Christopher Martinez,North,3786,39.0
CM-123853,Christopher Martinez,South,449,756.0
CM-123854,Christopher Martinez,Central,240,1255.0
CM-123854,Christopher Martinez,South,6682,7.0
CM-123854,Christopher Martinez,West,2031,105.0
CM-124451,Chuck Magee,North Asia,54,519.0
CM-124451,Chuck Magee,Oceania,3153,106.0
CM-124451,Chuck Magee,Southeast Asia,684,360.0
CM-124452,Chuck Magee,Central,4281,122.0
CM-124452,Chuck Magee,North,41,919.0
CM-124453,Chuck Magee,Caribbean,477,202.0
CM-124453,Chuck Magee,Central,618,1008.0
CM-124453,Chuck Magee,North,1500,274.0
CM-124453,Chuck Magee,South,878,532.0
CM-124454,Chuck Magee,Central,133,1333.0
CM-124454,Chuck Magee,West,154,491.0
CM-126551,Corinna Mitchell,Central Asia,71,468.0
CM-126551,Corinna Mitchell,North Asia,187,455.0
CM-126551,Corinna Mitchell,Oceania,253,539.0
CM-126551,Corinna Mitchell,Southeast Asia,557,389.0
CM-126552,Corinna Mitchell,Central,1512,618.0
CM-126552,Corinna Mitchell,North,3228,59.0
CM-126553,Corinna Mitchell,Caribbean,878,115.0
CM-126553,Corinna Mitchell,Central,344,1173.0
CM-126553,Corinna Mitchell,North,283,734.0
CM-126553,Corinna Mitchell,South,536,709.0
CM-126554,Corinna Mitchell,Central,449,1111.0
CM-126554,Corinna Mitchell,East,4000,29.0
CM-126554,Corinna Mitchell,South,23,1087.0
CM-126554,Corinna Mitchell,West,1868,122.0
CM-127151,Craig Molinari,Central Asia,198,410.0
CM-127151,Craig Molinari,North Asia,1452,202.0
CM-127152,Craig Molinari,Central,900,862.0
CM-127152,Craig Molinari,North,259,751.0
CM-127152,Craig Molinari,South,84,1027.0
CM-127153,Craig Molinari,Caribbean,301,243.0
CM-127153,Craig Molinari,Central,60,1401.0
CM-127153,Craig Molinari,North,1123,373.0
CM-127153,Craig Molinari,South,29,1081.0
CM-127154,Craig Molinari,Central,2772,291.0
CM-127154,Craig Molinari,East,68,489.0
CM-127154,Craig Molinari,West,1145,215.0
CM-18151,Candace McMahon,Africa,392,444.0
CM-18152,Candace McMahon,EMEA,40,620.0
CM-18301,Cari MacIntyre,Africa,3061,48.0
CM-18302,Cari MacIntyre,EMEA,1716,141.0
CM-19351,Carlos Meador,Africa,160,555.0
CM-19352,Carlos Meador,EMEA,298,506.0
CM-21151,Chad McGuire,Africa,1304,208.0
CM-21152,Chad McGuire,EMEA,604,384.0
CM-21601,Charles McCrossin,Africa,2144,89.0
CM-21602,Charles McCrossin,EMEA,102,591.0
CM-21901,Charlotte Melton,Africa,1317,203.0
CM-21902,Charlotte Melton,EMEA,134,573.0
CM-22351,Chris McAfee,Africa,8,633.0
CM-22352,Chris McAfee,EMEA,235,529.0
CM-23851,Christopher Martinez,Africa,553,385.0
CM-23852,Christopher Martinez,EMEA,27,627.0
CM-24451,Chuck Magee,Africa,341,469.0
CM-24452,Chuck Magee,EMEA,1401,184.0
CM-26551,Corinna Mitchell,Africa,412,436.0
CM-26552,Corinna Mitchell,EMEA,979,270.0
CM-27151,Craig Molinari,Africa,629,358.0
CM-27152,Craig Molinari,EMEA,2210,97.0
CP-120851,Cathy Prescott,North Asia,1927,149.0
CP-120851,Cathy Prescott,Southeast Asia,1962,158.0
CP-120852,Cathy Prescott,Central,1327,680.0
CP-120852,Cathy Prescott,North,305,719.0
CP-120853,Cathy Prescott,Caribbean,381,224.0
CP-120853,Cathy Prescott,Central,2788,288.0
CP-120853,Cathy Prescott,South,93,1020.0
CP-120854,Cathy Prescott,Central,4696,95.0
CP-120854,Cathy Prescott,East,187,426.0
CP-120854,Cathy Prescott,South,233,905.0
CP-120854,Cathy Prescott,West,285,434.0
CP-123401,Christine Phan,Central Asia,6196,13.0
CP-123401,Christine Phan,North Asia,336,406.0
CP-123401,Christine Phan,Oceania,27,624.0
CP-123402,Christine Phan,Central,1470,628.0
CP-123402,Christine Phan,North,758,494.0
CP-123402,Christine Phan,South,309,847.0
CP-123403,Christine Phan,Caribbean,1438,59.0
CP-123403,Christine Phan,Central,1628,584.0
CP-123403,Christine Phan,North,157,828.0
CP-123403,Christine Phan,South,1904,228.0
CP-123404,Christine Phan,East,4166,27.0
CP-123404,Christine Phan,South,1475,321.0
CP-123404,Christine Phan,West,248,445.0
CP-20851,Cathy Prescott,Africa,1887,116.0
CP-20852,Cathy Prescott,Canada,885,24.0
CP-20853,Cathy Prescott,EMEA,2814,66.0
CP-23401,Christine Phan,Africa,4136,24.0
CP-23402,Christine Phan,EMEA,909,290.0
CR-125801,Clay Rozendal,Central Asia,601,303.0
CR-125801,Clay Rozendal,Oceania,889,370.0
CR-125801,Clay Rozendal,Southeast Asia,2523,102.0
CR-125802,Clay Rozendal,Central,75,1387.0
CR-125802,Clay Rozendal,North,530,602.0
CR-125802,Clay Rozendal,South,1538,308.0
CR-125803,Clay Rozendal,Central,145,1326.0
CR-125803,Clay Rozendal,North,252,756.0
CR-125804,Clay Rozendal,Central,240,1255.0
CR-125804,Clay Rozendal,East,11,532.0
CR-125804,Clay Rozendal,West,1898,117.0
CR-126251,Corey Roper,Central Asia,3698,54.0
CR-126251,Corey Roper,North Asia,952,273.0
CR-126251,Corey Roper,Oceania,4911,29.0
CR-126251,Corey Roper,Southeast Asia,3482,49.0
CR-126252,Corey Roper,Central,660,984.0
CR-126252,Corey Roper,North,166,820.0
CR-126252,Corey Roper,South,338,826.0
CR-126253,Corey Roper,Central,366,1157.0
CR-126253,Corey Roper,North,1176,360.0
CR-126253,Corey Roper,South,1051,465.0
CR-126254,Corey Roper,Central,19,1441.0
CR-126254,Corey Roper,East,334,376.0
CR-126254,Corey Roper,South,122,997.0
CR-127301,Craig Reiter,Central Asia,1727,144.0
CR-127301,Craig Reiter,Oceania,5907,17.0
CR-127301,Craig Reiter,Southeast Asia,992,286.0
CR-127302,Craig Reiter,Central,1052,794.0
CR-127302,Craig Reiter,North,415,659.0
CR-127302,Craig Reiter,South,158,966.0
CR-127303,Craig Reiter,Central,35,1426.0
CR-127303,Craig Reiter,North,1526,267.0
CR-127303,Craig Reiter,South,6076,10.0
CR-127304,Craig Reiter,Central,444,1115.0
CR-127304,Craig Reiter,East,1156,178.0
CR-128201,Cyra Reiten,Central Asia,5128,23.0
CR-128201,Cyra Reiten,North Asia,190,453.0
CR-128201,Cyra Reiten,Oceania,36,617.0
CR-128202,Cyra Reiten,Central,1225,723.0
CR-128202,Cyra Reiten,South,59,1052.0
CR-128203,Cyra Reiten,Central,5663,54.0
CR-128203,Cyra Reiten,North,64,900.0
CR-128203,Cyra Reiten,South,707,622.0
CR-128204,Cyra Reiten,Central,702,963.0
CR-128204,Cyra Reiten,East,682,275.0
CR-128204,Cyra Reiten,South,13,1097.0
CR-25801,Clay Rozendal,Africa,2793,58.0
CR-25802,Clay Rozendal,EMEA,264,519.0
CR-26251,Corey Roper,Africa,1216,220.0
CR-26252,Corey Roper,Canada,100,103.0
CR-26253,Corey Roper,EMEA,3763,34.0
CR-27301,Craig Reiter,Africa,986,250.0
CR-27302,Craig Reiter,EMEA,374,470.0
CR-28201,Cyra Reiten,Africa,600,368.0
CR-28202,Cyra Reiten,EMEA,588,390.0
CS-118451,Cari Sayre,Central Asia,6969,7.0
CS-118451,Cari Sayre,North Asia,8936,3.0
CS-118451,Cari Sayre,Oceania,460,480.0
CS-118451,Cari Sayre,Southeast Asia,290,466.0
CS-118452,Cari Sayre,Central,645,995.0
CS-118452,Cari Sayre,North,205,789.0
CS-118453,Cari Sayre,North,170,817.0
CS-118453,Cari Sayre,South,1519,313.0
CS-118454,Cari Sayre,Central,18,1442.0
CS-118454,Cari Sayre,West,1261,196.0
CS-118601,Cari Schnelling,North Asia,238,433.0
CS-118601,Cari Schnelling,Southeast Asia,2236,131.0
CS-118602,Cari Schnelling,Central,2853,277.0
CS-118602,Cari Schnelling,North,1307,321.0
CS-118602,Cari Schnelling,South,198,930.0
CS-118603,Cari Schnelling,Caribbean,605,171.0
CS-118603,Cari Schnelling,Central,2162,421.0
CS-118603,Cari Schnelling,North,360,688.0
CS-118603,Cari Schnelling,South,61,1050.0
CS-118604,Cari Schnelling,Central,2,1457.0
CS-118604,Cari Schnelling,East,31,516.0
CS-118604,Cari Schnelling,South,505,726.0
CS-119501,Carlos Soltero,Central Asia,28,494.0
CS-119501,Carlos Soltero,North Asia,221,440.0
CS-119501,Carlos Soltero,Oceania,266,534.0
CS-119501,Carlos Soltero,Southeast Asia,3256,64.0
CS-119502,Carlos Soltero,Central,405,1135.0
CS-119502,Carlos Soltero,North,3405,49.0
CS-119502,Carlos Soltero,South,73,1038.0
CS-119503,Carlos Soltero,Caribbean,824,127.0
CS-119503,Carlos Soltero,Central,113,1351.0
CS-119503,Carlos Soltero,North,978,416.0
CS-119503,Carlos Soltero,South,1615,289.0
CS-119504,Carlos Soltero,Central,88,1375.0
CS-119504,Carlos Soltero,East,1317,155.0
CS-119504,Carlos Soltero,South,12,1098.0
CS-119504,Carlos Soltero,West,1621,145.0
CS-121301,Chad Sievert,Central Asia,754,265.0
CS-121301,Chad Sievert,North Asia,780,308.0
CS-121301,Chad Sievert,Oceania,2119,176.0
CS-121301,Chad Sievert,Southeast Asia,1311,244.0
CS-121302,Chad Sievert,Central,2328,386.0
CS-121302,Chad Sievert,North,1200,351.0
CS-121303,Chad Sievert,North,1284,325.0
CS-121303,Chad Sievert,South,319,839.0
CS-121304,Chad Sievert,Central,89,1374.0
CS-121304,Chad Sievert,West,796,285.0
CS-121751,Charles Sheldon,Central Asia,3082,70.0
CS-121751,Charles Sheldon,North Asia,1403,208.0
CS-121751,Charles Sheldon,Oceania,5595,20.0
CS-121751,Charles Sheldon,Southeast Asia,3436,52.0
CS-121752,Charles Sheldon,Central,134,1332.0
CS-121752,Charles Sheldon,North,1314,319.0
CS-121752,Charles Sheldon,South,300,854.0
CS-121753,Charles Sheldon,Caribbean,356,229.0
CS-121753,Charles Sheldon,South,246,895.0
CS-121754,Charles Sheldon,Central,10,1450.0
CS-121754,Charles Sheldon,East,196,419.0
CS-121754,Charles Sheldon,South,87,1024.0
CS-121754,Charles Sheldon,West,551,346.0
CS-122501,Chris Selesnick,Central Asia,717,274.0
CS-122501,Chris Selesnick,Southeast Asia,1803,177.0
CS-122502,Chris Selesnick,Central,3425,194.0
CS-122502,Chris Selesnick,North,973,419.0
CS-122502,Chris Selesnick,South,1265,383.0
CS-122503,Chris Selesnick,Caribbean,105,328.0
CS-122503,Chris Selesnick,Central,1455,635.0
CS-122504,Chris Selesnick,Central,109,1355.0
CS-122504,Chris Selesnick,East,65,491.0
CS-122504,Chris Selesnick,South,1831,240.0
CS-122504,Chris Selesnick,West,752,300.0
CS-123551,Christine Sundaresam,Oceania,2180,171.0
CS-123551,Christine Sundaresam,Southeast Asia,1064,279.0
CS-123552,Christine Sundaresam,Central,148,1324.0
CS-123552,Christine Sundaresam,North,420,656.0
CS-123553,Christine Sundaresam,Caribbean,79,348.0
CS-123553,Christine Sundaresam,Central,1017,812.0
CS-123553,Christine Sundaresam,North,37,922.0
CS-123553,Christine Sundaresam,South,1094,448.0
CS-123554,Christine Sundaresam,East,877,233.0
CS-123554,Christine Sundaresam,South,1910,226.0
CS-123554,Christine Sundaresam,West,414,384.0
CS-124001,Christopher Schild,North Asia,793,302.0
CS-124001,Christopher Schild,Oceania,1270,293.0
CS-124001,Christopher Schild,Southeast Asia,54,556.0
CS-124002,Christopher Schild,Central,1117,766.0
CS-124002,Christopher Schild,North,106,865.0
CS-124002,Christopher Schild,South,190,937.0
CS-124003,Christopher Schild,Caribbean,1496,55.0
CS-124003,Christopher Schild,Central,168,1306.0
CS-124003,Christopher Schild,North,769,490.0
CS-124003,Christopher Schild,South,608,667.0
CS-124004,Christopher Schild,Central,258,1243.0
CS-124004,Christopher Schild,East,744,263.0
CS-124004,Christopher Schild,South,1736,257.0
CS-124004,Christopher Schild,West,913,258.0
CS-124601,Chuck Sachs,Central Asia,6825,8.0
CS-124601,Chuck Sachs,North Asia,144,477.0
CS-124601,Chuck Sachs,Oceania,706,416.0
CS-124601,Chuck Sachs,Southeast Asia,715,349.0
CS-124602,Chuck Sachs,Central,3776,158.0
CS-124602,Chuck Sachs,North,913,440.0
CS-124602,Chuck Sachs,South,1521,312.0
CS-124603,Chuck Sachs,Caribbean,158,305.0
CS-124603,Chuck Sachs,Central,4717,93.0
CS-124603,Chuck Sachs,South,62,1049.0
CS-124604,Chuck Sachs,East,239,407.0
CS-124604,Chuck Sachs,South,312,844.0
CS-124901,Cindy Schnelling,Central Asia,76,463.0
CS-124901,Cindy Schnelling,North Asia,1589,185.0
CS-124901,Cindy Schnelling,Oceania,1166,310.0
CS-124902,Cindy Schnelling,Central,328,1186.0
CS-124902,Cindy Schnelling,North,767,492.0
CS-124902,Cindy Schnelling,South,411,783.0
CS-124903,Cindy Schnelling,Caribbean,61,363.0
CS-124903,Cindy Schnelling,Central,953,839.0
CS-124903,Cindy Schnelling,North,4093,28.0
CS-124903,Cindy Schnelling,South,591,676.0
CS-124904,Cindy Schnelling,Central,112,1352.0
CS-124904,Cindy Schnelling,East,402,358.0
CS-124904,Cindy Schnelling,South,562,694.0
CS-125051,Cindy Stewart,Central Asia,1019,221.0
CS-125051,Cindy Stewart,Southeast Asia,1160,267.0
CS-125052,Cindy Stewart,Central,503,1078.0
CS-125053,Cindy Stewart,Caribbean,117,323.0
CS-125053,Cindy Stewart,Central,547,1051.0
CS-125053,Cindy Stewart,North,2500,115.0
CS-125054,Cindy Stewart,East,5017,17.0
CS-125054,Cindy Stewart,South,448,757.0
CS-125054,Cindy Stewart,West,226,453.0
CS-18451,Cari Sayre,Africa,204,528.0
CS-18452,Cari Sayre,EMEA,1390,186.0
CS-18601,Cari Schnelling,Africa,861,290.0
CS-18602,Cari Schnelling,EMEA,760,338.0
CS-19501,Carlos Soltero,Africa,533,392.0
CS-19502,Carlos Soltero,Canada,80,111.0
CS-19503,Carlos Soltero,EMEA,101,592.0
CS-21301,Chad Sievert,Africa,466,415.0
CS-21302,Chad Sievert,Canada,25,135.0
CS-21303,Chad Sievert,EMEA,877,301.0
CS-21751,Charles Sheldon,Africa,1380,188.0
CS-21752,Charles Sheldon,EMEA,1960,117.0
CS-22501,Chris Selesnick,Africa,179,540.0
CS-22502,Chris Selesnick,EMEA,1739,139.0
CS-23551,Christine Sundaresam,Africa,925,272.0
CS-23552,Christine Sundaresam,EMEA,381,467.0
CS-24001,Christopher Schild,Africa,1742,134.0
CS-24002,Christopher Schild,EMEA,552,406.0
CS-24601,Chuck Sachs,Africa,1707,138.0
CS-24602,Chuck Sachs,EMEA,964,275.0
CS-24901,Cindy Schnelling,Africa,14,628.0
CS-24902,Cindy Schnelling,EMEA,1650,149.0
CS-25051,Cindy Stewart,Africa,1804,126.0
CS-25052,Cindy Stewart,EMEA,91,596.0
CT-119951,Carol Triggs,Central Asia,83,458.0
CT-119951,Carol Triggs,North Asia,4605,31.0
CT-119951,Carol Triggs,Oceania,124,582.0
CT-119952,Carol Triggs,Central,1081,783.0
CT-119952,Carol Triggs,North,1670,237.0
CT-119952,Carol Triggs,South,847,552.0
CT-119953,Carol Triggs,Caribbean,134,316.0
CT-119953,Carol Triggs,Central,211,1276.0
CT-119953,Carol Triggs,South,1719,262.0
CT-119954,Carol Triggs,Central,746,948.0
CT-119954,Carol Triggs,East,1586,121.0
CT-119954,Carol Triggs,West,909,260.0
CT-19951,Carol Triggs,EMEA,424,450.0
CV-122951,Christina VanderZanden,North Asia,28,534.0
CV-122951,Christina VanderZanden,Oceania,30,622.0
CV-122951,Christina VanderZanden,Southeast Asia,2544,100.0
CV-122952,Christina VanderZanden,Central,302,1204.0
CV-122952,Christina VanderZanden,North,368,682.0
CV-122953,Christina VanderZanden,Caribbean,914,110.0
CV-122953,Christina VanderZanden,Central,46,1415.0
CV-122953,Christina VanderZanden,North,273,738.0
CV-122953,Christina VanderZanden,South,1707,266.0
CV-122954,Christina VanderZanden,Central,1615,587.0
CV-122954,Christina VanderZanden,East,148,446.0
CV-122954,Christina VanderZanden,West,1069,229.0
CV-128051,Cynthia Voltz,Central Asia,180,417.0
CV-128051,Cynthia Voltz,North Asia,1281,230.0
CV-128051,Cynthia Voltz,Southeast Asia,1923,162.0
CV-128052,Cynthia Voltz,Central,2814,282.0
CV-128052,Cynthia Voltz,North,1112,379.0
CV-128053,Cynthia Voltz,South,84,1027.0
CV-128054,Cynthia Voltz,Central,1322,683.0
CV-128054,Cynthia Voltz,East,728,267.0
CV-128054,Cynthia Voltz,West,322,416.0
CV-22951,Christina VanderZanden,Africa,387,445.0
CV-22952,Christina VanderZanden,EMEA,896,293.0
CV-28051,Cynthia Voltz,Africa,3070,47.0
CV-28052,Cynthia Voltz,EMEA,2021,112.0
CW-119051,Carl Weiss,Central Asia,1710,147.0
CW-119051,Carl Weiss,Oceania,897,367.0
CW-119051,Carl Weiss,Southeast Asia,45,563.0
CW-119052,Carl Weiss,Central,2474,355.0
CW-119052,Carl Weiss,North,4874,16.0
CW-119052,Carl Weiss,South,62,1049.0
CW-119053,Carl Weiss,Caribbean,54,369.0
CW-119053,Carl Weiss,Central,1635,582.0
CW-119053,Carl Weiss,North,32,927.0
CW-119054,Carl Weiss,Central,142,1328.0
CW-119054,Carl Weiss,East,901,227.0
CW-119054,Carl Weiss,West,95,522.0
CW-19051,Carl Weiss,Africa,922,273.0
CW-19052,Carl Weiss,EMEA,514,419.0
CY-127451,Craig Yedwab,Central Asia,1847,132.0
CY-127451,Craig Yedwab,North Asia,507,361.0
CY-127451,Craig Yedwab,Oceania,222,548.0
CY-127451,Craig Yedwab,Southeast Asia,691,357.0
CY-127452,Craig Yedwab,Central,1422,645.0
CY-127452,Craig Yedwab,South,2220,174.0
CY-127453,Craig Yedwab,Caribbean,1182,80.0
CY-127453,Craig Yedwab,North,2807,86.0
CY-127453,Craig Yedwab,South,129,991.0
CY-127454,Craig Yedwab,Central,729,954.0
CY-127454,Craig Yedwab,East,896,230.0
CY-127454,Craig Yedwab,South,554,699.0
CY-127454,Craig Yedwab,West,721,307.0
CY-27451,Craig Yedwab,Africa,262,500.0
CY-27452,Craig Yedwab,EMEA,31,625.0
Co-126401,Corey-Lock,Central Asia,2068,114.0
Co-126401,Corey-Lock,North Asia,2803,87.0
Co-126401,Corey-Lock,Oceania,347,510.0
Co-126401,Corey-Lock,Southeast Asia,1595,201.0
Co-126402,Corey-Lock,Central,695,967.0
Co-126402,Corey-Lock,North,865,456.0
Co-126403,Corey-Lock,Central,930,850.0
Co-126403,Corey-Lock,North,341,696.0
Co-126403,Corey-Lock,South,1336,361.0
Co-126404,Corey-Lock,Central,539,1055.0
Co-126404,Corey-Lock,East,5,538.0
Co-126404,Corey-Lock,South,192,936.0
Co-126404,Corey-Lock,West,564,342.0
Co-26401,Corey-Lock,Africa,755,310.0
Co-26402,Corey-Lock,EMEA,14,635.0
DA-134501,Dianna Arnett,Central Asia,2270,99.0
DA-134501,Dianna Arnett,North Asia,47,523.0
DA-134501,Dianna Arnett,Oceania,597,442.0
DA-134501,Dianna Arnett,Southeast Asia,546,392.0
DA-134502,Dianna Arnett,Central,2101,438.0
DA-134502,Dianna Arnett,North,349,693.0
DA-134502,Dianna Arnett,South,522,718.0
DA-134503,Dianna Arnett,Caribbean,756,142.0
DA-134503,Dianna Arnett,Central,3291,211.0
DA-134503,Dianna Arnett,North,2036,168.0
DA-134503,Dianna Arnett,South,364,808.0
DA-134504,Dianna Arnett,Central,16,1444.0
DA-134504,Dianna Arnett,East,131,455.0
DA-134504,Dianna Arnett,South,10,1100.0
DA-34501,Dianna Arnett,Africa,1237,216.0
DA-34502,Dianna Arnett,EMEA,975,271.0
DB-129101,Daniel Byrd,North Asia,155,472.0
DB-129101,Daniel Byrd,Oceania,910,363.0
DB-129101,Daniel Byrd,Southeast Asia,23,576.0
DB-129102,Daniel Byrd,Central,1228,721.0
DB-129102,Daniel Byrd,North,2082,162.0
DB-129102,Daniel Byrd,South,2463,152.0
DB-129103,Daniel Byrd,Caribbean,1338,68.0
DB-129103,Daniel Byrd,Central,160,1314.0
DB-129103,Daniel Byrd,North,1319,316.0
DB-129103,Daniel Byrd,South,490,737.0
DB-129104,Daniel Byrd,Central,15,1445.0
DB-129104,Daniel Byrd,South,981,494.0
DB-129104,Daniel Byrd,West,1176,208.0
DB-129701,Darren Budd,Oceania,808,387.0
DB-129702,Darren Budd,Central,5200,73.0
DB-129702,Darren Budd,North,320,708.0
DB-129703,Darren Budd,Central,204,1281.0
DB-129703,Darren Budd,East,1434,141.0
DB-129703,Darren Budd,West,1202,205.0
DB-130601,Dave Brooks,North Asia,4662,28.0
DB-130601,Dave Brooks,Oceania,4955,28.0
DB-130601,Dave Brooks,Southeast Asia,287,468.0
